station,lat,lon,hp,country,fog,visibility,datetime
VOLGOGRAD,4878,4436,134,Russian Federation,43,300 m,2025112209
VERHNIJ BASKUNCHAK,4821,4673,34.56,Russian Federation,45,500 m,2025112209
AUSTIN PLAINS,-3536,14053,110.8,Australia,41,,2025112209
GORZOW WLKP,5273,1526,72.55,Poland,48,300 m,2025112209
BATCHELOR AERO,-1305,13101,105,Australia,41,,2025112209
NAAMA,3325,-29567,1167,Algeria,44,500 m,2025112209
CERNYJ JAR,4806,4611,5.36,Russian Federation,45,500 m,2025112209
CEAHLAU TOACA,4696,2595,1898.3,Romania,47,50 m,2025112209
POINT STUART AWS,-1223,13186,1.5,Australia,41,,2025112209
NIKEL',6940,3020,92.1,Russian Federation,11,20 km,2025112209
DOLORES AERO,-3631,30229,9,Argentina,11,10 km,2025112209
YASHKUL',4618,4535,-6.71,Russian Federation,45,200 m,2025112206
CELNO-VERSINY,5441,5110,157.71,Russian Federation,47,500 m,2025112206
CORNESTI,4735,2800,232,Republic of Moldova,45,200 m,2025112206
MOURGASH,4283,2366,1692,Bulgaria,45,100 m,2025112206
KOFORIDUA,608,-29561,0,Ghana,46,300 m,2025112206
FALESTI,4756,2770,162,Republic of Moldova,45,500 m,2025112206
BELINSKIJ,5296,4340,205.66,Russian Federation,47,500 m,2025112206
GIGANT,4651,4135,78.53,Russian Federation,45,200 m,2025112206
KOTA AERODROME,2515,7585,279,India,44,500 m,2025112206
GOTNJA,5080,3576,225.67,Russian Federation,45,500 m,2025112206
94112,-1308,13183,,,41,,2025112206
MUSSALA (TOP/SOMMET),4218,2358,2927,Bulgaria,49,below 100 m,2025112206
ILOVLYA,4930,4400,44.37,Russian Federation,47,500 m,2025112206
BAGUIO,1640,12060,1501,Philippines,40,10 km,2025112206
KASIRA,5483,3815,221.1,Russian Federation,45,200 m,2025112206
DUM IN MIRRIE AWS,-1263,13036,4.2,Australia,41,,2025112206
SUNYANI,733,-29769,306.8,Ghana,46,200 m,2025112206
N'ZEREKORE,775,-30364,0,Guinea,40,1000 m,2025112206
AKSAKOVO,5401,5413,355.58,Russian Federation,47,200 m,2025112206
CAHUL,4590,2818,113,Republic of Moldova,47,200 m,2025112206
CRAIOVA,4430,2386,193.2,Romania,46,200 m,2025112206
CURITIBA (AERO),-2551,31084,908,Brazil,45,500 m,2025112206
SYZRAN',5318,4840,103.19,Russian Federation,46,200 m,2025112206
ZILAIR,5223,5746,520.88,Russian Federation,47,500 m,2025112206
MARSABIT,233,3798,0,Kenya,41,1000 m,2025112206
AK'JAR,5186,5821,341.1,Russian Federation,45,200 m,2025112206
16779,3766,2633,,,41,,2025112206
CRNI VRH,4411,2195,1039,Serbia,45,100 m,2025112206
KRASNYE BAKI,5713,4516,110.35,Russian Federation,45,500 m,2025112206
LEOVA,4646,2825,156,Republic of Moldova,45,500 m,2025112206
RYAZHSK,5371,4011,127.1,Russian Federation,45,200 m,2025112206
SUHINICHI,5410,3535,238,Russian Federation,45,500 m,2025112206
MIERCUREA CIUC,4636,2576,662.2,Romania,45,100 m,2025112206
PROHLADNAYA,4375,4405,199.94,Russian Federation,47,200 m,2025112206
BOKOVSKAJA,4921,4183,91.12,Russian Federation,45,500 m,2025112206
MOROZOVSK,4835,4186,89.76,Russian Federation,45,500 m,2025112206
ELISTA,4630,4418,197.2,Russian Federation,45,200 m,2025112206
NIZHNY-CHIR,4833,4311,74.2,Russian Federation,45,200 m,2025112206
TSIMLJANSK,4763,4211,65.51,Russian Federation,43,200 m,2025112206
LOMNICKY STIT,4918,2020,2635,Slovakia,49,100 m,2025112206
LADY ELLIOT ISLAND,-2410,15270,4.2,Australia,41,,2025112206
DIVNOE,4591,4335,86.41,Russian Federation,45,500 m,2025112206
ZIMOVNIKI,4715,4248,72.02,Russian Federation,44,500 m,2025112206
KONSTANTINOVSK,4758,4110,62.04,Russian Federation,45,200 m,2025112206
BUDENNOVSK,4478,4413,135.87,Russian Federation,45,200 m,2025112206
LUBNY,5000,3298,158,Ukraine,47,200 m,2025112206
"EUGENE/MAHLON SWEET, OR.",4411,23679,114,United States of America,41,400 m,2025112206
LIDA,5390,2531,156.6,Belarus,45,400 m,2025112206
GUDERMES,4335,4611,75,Russian Federation,42,500 m,2025112206
SOROCHINSK,5243,5313,122.95,Russian Federation,47,200 m,2025112206
DUBASARI,4728,2913,40,Republic of Moldova,42,500 m,2025112206
GROZNYJ,4325,4571,257.57,Russian Federation,45,500 m,2025112206
CERNYJ JAR,4806,4611,5.36,Russian Federation,45,500 m,2025112206
KOTEL'NIKOVO,4763,4315,46.94,Russian Federation,45,500 m,2025112206
ERSHOV,5136,4830,110.99,Russian Federation,45,500 m,2025112206
DAVIS,-6856,7796,23.2,Stations operated by  Australia,41,15 km,2025112206
SOUANKE,206,1403,550,Congo,46,300 m,2025112206
BATCHELOR AERO,-1305,13101,105,Australia,41,,2025112206
GURISTE-PGC,4188,2183,856,The former Yugoslav Republic of Macedonia,45,50 m,2025112206
LIUBASHIVKA,4785,3026,183,Ukraine,45,100 m,2025112206
VOLGOGRAD,4878,4436,134,Russian Federation,45,200 m,2025112206
"SYDNEY A, NS",4616,29997,61.9,Canada,41,800 m,2025112206
CROKER ISLAND AIRPORT,-1115,13246,10.6,Australia,41,,2025112206
UTTA,4636,4601,-7.05,Russian Federation,45,500 m,2025112206
PACHELMA,5333,4331,261.03,Russian Federation,47,500 m,2025112206
VERHNIJ BASKUNCHAK,4821,4673,34.56,Russian Federation,45,500 m,2025112206
AUSTIN PLAINS,-3536,14053,110.8,Australia,41,,2025112206
ORSK,5106,5860,284.88,Russian Federation,45,800 m,2025112206
RIBNITA,4776,2901,119,Republic of Moldova,45,500 m,2025112206
CAMENCA,4803,2870,154,Republic of Moldova,45,500 m,2025112206
KURSK,5176,3616,247.25,Russian Federation,45,500 m,2025112206
UMAN',4876,3021,216,Ukraine,45,200 m,2025112206
